id,year,city,brand,p1m,weekly,daily,visit,ppa,spending,segmentation,R_score,F_score,M_score,RFM_segment,KMeans_segment
813840,2019,Nha Trang,Highlands Coffee,Yes,No,No,1.0,35.0,35.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
813857,2019,Đà Nẵng,The Coffee House,Yes,Yes,No,10.0,50.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
813857,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,10.0,30.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
813923,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
813923,2019,Hà Nội,The Coffee House,Yes,Yes,No,6.0,60.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
813930,2019,Hà Nội,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
813940,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,80.0,480.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
813950,2019,Hà Nội,The Coffee House,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
813950,2019,Hà Nội,Starbucks,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
813950,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814005,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,70.0,280.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
814096,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
814096,2019,Đà Nẵng,The Coffee House,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814121,2019,Hà Nội,Trung Nguyên,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
814276,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
814442,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
814453,2019,Hải Phòng,The Coffee House,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
814673,2019,Hải Phòng,The Coffee House,Yes,No,No,2.0,55.0,110.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814686,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,60.0,480.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
814695,2019,Cần Thơ,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814695,2019,Cần Thơ,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814738,2019,Hà Nội,Trung Nguyên,Yes,No,No,2.0,70.0,140.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
814738,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
814827,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
814827,2019,Hà Nội,Starbucks,Yes,Yes,No,4.0,70.0,280.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
814832,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,9.0,49.0,441.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
814832,2019,Hồ Chí Minh,The Coffee House,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
814913,2019,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
815099,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,75.0,375.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
815099,2019,Hồ Chí Minh,Phúc Long,Yes,Yes,No,10.0,65.0,650.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
815099,2019,Hồ Chí Minh,The Coffee House,Yes,Yes,No,5.0,86.0,430.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,4,334,3
815191,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815191,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
815453,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,55.0,275.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
815455,2019,Hà Nội,Phúc Long,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
815455,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815637,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,29.0,145.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
815639,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,70.0,140.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
815639,2019,Hà Nội,The Coffee House,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
815653,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815653,2019,Hà Nội,The Coffee House,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
815670,2019,Hà Nội,The Coffee House,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
815670,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815711,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,6.0,49.0,294.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
815711,2019,Hồ Chí Minh,Phúc Long,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815767,2019,Nha Trang,Trung Nguyên,Yes,Yes,No,4.0,24.0,96.0,Seg.01 - Mass (<VND 25K),3,3,1,331,1
815824,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
815929,2019,Nha Trang,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
815929,2019,Nha Trang,Phúc Long,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816008,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
816083,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
816088,2019,Hồ Chí Minh,Phúc Long,Yes,Yes,Yes,30.0,55.0,1650.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,2,442,1
816092,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
816092,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816107,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,70.0,70.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816107,2019,Hà Nội,Trung Nguyên,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816112,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
816135,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
816148,2019,Hà Nội,Trung Nguyên,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
816148,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,70.0,140.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816157,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816185,2019,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,65.0,195.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
816185,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,7.0,55.0,385.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
816185,2019,Hồ Chí Minh,Phúc Long,Yes,No,No,2.0,65.0,130.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816196,2019,Hà Nội,Starbucks,Yes,Yes,No,5.0,70.0,350.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
816241,2019,Nha Trang,Phúc Long,Yes,Yes,No,7.0,49.0,343.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
816241,2019,Nha Trang,Highlands Coffee,Yes,Yes,No,8.0,59.0,472.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
816248,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816251,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,60.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
816251,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816254,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816254,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,60.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
816264,2019,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
816276,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,7.0,70.0,490.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
816276,2019,Hà Nội,The Coffee House,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816317,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816317,2019,Hà Nội,Trung Nguyên,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816324,2019,Hải Phòng,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816452,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
816452,2019,Hồ Chí Minh,Phúc Long,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816494,2019,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,59.0,177.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,3,223,0
816561,2019,Hà Nội,Starbucks,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816561,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816565,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,45.0,180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
816565,2019,Hà Nội,The Coffee House,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816592,2019,Hồ Chí Minh,Phúc Long,Yes,No,No,3.0,55.0,165.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
816602,2019,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816649,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816708,2019,Hồ Chí Minh,Highlands Coffee,Yes,No,No,3.0,29.0,87.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
816754,2019,Hồ Chí Minh,Trung Nguyên,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
816873,2019,Hải Phòng,Highlands Coffee,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
816873,2019,Hải Phòng,Cộng Cà Phê,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
816873,2019,Hải Phòng,The Coffee House,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816880,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
816880,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,7.0,60.0,420.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
816929,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,6.0,59.0,354.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
816932,2019,Hải Phòng,Highlands Coffee,Yes,Yes,No,8.0,125.0,1000.0,Seg.04 - Super Premium (VND 100K+),3,4,4,344,3
816940,2019,Hà Nội,The Coffee House,Yes,Yes,No,6.0,60.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
816940,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
816940,2019,Hà Nội,Starbucks,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
816972,2019,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,4.0,45.0,180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
817010,2019,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
817023,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
817059,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
817121,2019,Hải Phòng,Highlands Coffee,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817282,2019,Đà Nẵng,Trung Nguyên,Yes,No,No,3.0,14.0,42.0,Seg.01 - Mass (<VND 25K),2,2,1,221,0
817282,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,5.0,59.0,295.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
817317,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,7.0,59.0,413.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
817454,2019,Hà Nội,Trung Nguyên,Yes,No,No,2.0,70.0,140.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
817454,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,70.0,70.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
817470,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
817470,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817471,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817476,2019,Hà Nội,Starbucks,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
817476,2019,Hà Nội,The Coffee House,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817503,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,4.0,120.0,480.0,Seg.04 - Super Premium (VND 100K+),3,3,4,334,3
817548,2019,Nha Trang,Highlands Coffee,Yes,Yes,Yes,30.0,40.0,1200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,2,442,1
817559,2019,Hà Nội,Trung Nguyên,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
817568,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
817681,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
817690,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,35.0,175.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
817723,2019,Nha Trang,Highlands Coffee,Yes,No,No,1.0,35.0,35.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
817758,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,6.0,69.0,414.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
817815,2019,Hà Nội,The Coffee House,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
817815,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817824,2019,Nha Trang,Phúc Long,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817824,2019,Nha Trang,Highlands Coffee,Yes,No,No,2.0,49.0,98.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
817885,2019,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,200.0,800.0,Seg.04 - Super Premium (VND 100K+),3,3,4,334,3
817926,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,55.0,275.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
817993,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,35.0,105.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
818009,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
818027,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
818028,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818028,2019,Hà Nội,Trung Nguyên,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818047,2019,Đà Nẵng,The Coffee House,Yes,Yes,No,12.0,50.0,600.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
818075,2019,Hải Phòng,The Coffee House,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
818136,2019,Hà Nội,Trung Nguyên,Yes,Yes,No,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
818142,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
818144,2019,Hà Nội,The Coffee House,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
818144,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
818178,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818185,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818186,2019,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,49.0,98.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818186,2019,Hồ Chí Minh,Starbucks,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818195,2019,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818195,2019,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818238,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
818269,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
818269,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818320,2019,Hồ Chí Minh,Highlands Coffee,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
818325,2019,Đà Nẵng,Trung Nguyên,Yes,Yes,No,13.0,30.0,390.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
818355,2019,Hà Nội,Highlands Coffee,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818359,2019,Đà Nẵng,The Coffee House,Yes,Yes,No,10.0,60.0,600.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
818359,2019,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
818368,2019,Hà Nội,The Coffee House,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818412,2019,Đà Nẵng,Highlands Coffee,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818461,2019,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818461,2019,Hà Nội,The Coffee House,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818464,2019,Hà Nội,The Coffee House,Yes,Yes,No,4.0,75.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
818466,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,30.0,180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
818467,2019,Đà Nẵng,Phúc Long,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818672,2019,Nha Trang,Highlands Coffee,Yes,Yes,No,10.0,40.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
818733,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
818739,2019,Hà Nội,Trung Nguyên,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
818777,2019,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818791,2019,Cần Thơ,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
818857,2019,Hải Phòng,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
819209,2019,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,20.0,30.0,600.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,1,441,1
819408,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,80.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
819408,2019,Hà Nội,The Coffee House,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
819429,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
819429,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
819429,2019,Hà Nội,Starbucks,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
819555,2019,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
819558,2019,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
819569,2019,Hà Nội,Trung Nguyên,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
819642,2019,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
