ID,Year,City,Brand,Spontaneous,Awareness,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Fre#visit,PPA,Spending,Segmentation,NPS#P3M,NPS#P3M#Group,Spending_use
448832,2018,Đà Nẵng,Starbucks,,Starbucks,,,,,,,,,,,,,,
371600,2018,Đà Nẵng,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,Other 1,20.0,25.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,500.0
838856,2019,Hồ Chí Minh,Starbucks,,Starbucks,Starbucks,,,Know a little,,,,,,,,,,
850241,2019,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,Maybe do not know it,,,,,,,,,,
132401,2017,Cần Thơ,Other Branded Cafe Chain,Other Branded Cafe Chain,Other Branded Cafe Chain,Other Branded Cafe Chain,Other Branded Cafe Chain,Other Branded Cafe Chain,,,,,2.0,,,,,,
453024,2018,Hà Nội,Urban Station,Urban Station,Urban Station,Urban Station,Urban Station,Urban Station,,,,,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,80.0
744398,2019,Hồ Chí Minh,The Coffee House,,The Coffee House,,,,Know a little,,,,,,,,,,
394279,2018,Hải Phòng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,Highlands Coffee,20.0,59.0,1180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,1180.0
730472,2019,Hà Nội,The Coffee Factory,,The Coffee Factory,,,,Maybe do not know it,,,,,,,,,,
789742,2019,Hà Nội,The Coffee House,,The Coffee House,The Coffee House,The Coffee House,,Know a little,The Coffee House,,,,,,,8.0,Passive,
121010,2017,Cần Thơ,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
140391,2017,Hà Nội,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
778115,2019,Hà Nội,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Not Applicable,Not Applicable,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,90.0
782475,2019,Hà Nội,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,,,,Maybe do not know it,,,,,,,,,,
371496,2018,Hồ Chí Minh,Starbucks,,Starbucks,,,,,,,,,,,,,,
747241,2019,Hà Nội,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,Know it well,,,,,,,,,,
793118,2019,Hải Phòng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,Know it well,,,,,,,,,,
757809,2019,Hà Nội,Aha Cafe,,Aha Cafe,Aha Cafe,,,Know it well,Aha Cafe,,,,,,,,,
396257,2018,Hà Nội,The Coffee House,,The Coffee House,,,,,,,,,,,,,,
819535,2019,Cần Thơ,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Other,Other,35.0,20.0,700.0,Seg.01 - Mass (<VND 25K),,,700.0
123914,2017,Hồ Chí Minh,Phúc Long,,Phúc Long,Phúc Long,Phúc Long,Phúc Long,,,,,1.0,,,,8.0,Passive,
135370,2017,Hà Nội,Urban Station,Urban Station,Urban Station,Urban Station,,,,,,,,,,,,,
830304,2019,Hải Phòng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,Know it well,Highlands Coffee,,,,,,,8.0,Passive,
437859,2018,Đà Nẵng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,8.0,Passive,
820040,2019,Hà Nội,Street,Street,Street,Street,Street,,Know it well,Street,,,,,,,10.0,Promoter,
136350,2017,Hà Nội,Starbucks,,Starbucks,,,,,,,,,,,,,,
457303,2018,Hồ Chí Minh,Milano,,Milano,Milano,,,,,,,,,,,,,
827641,2019,Hà Nội,Runam cafe,,Runam cafe,,,,Maybe do not know it,,,,,,,,,,
457718,2018,Hồ Chí Minh,Other 1,,Other 1,,,,,,,,,,,,,,
452632,2018,Hà Nội,Milano,,Milano,,,,,,,,,,,,,,
451568,2018,Hồ Chí Minh,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,The Coffee House,,5.0,35.0,175.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,175.0
364514,2018,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,
438993,2018,Hà Nội,Urban Station,,Urban Station,Urban Station,Urban Station,Urban Station,,,,,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,50.0
753962,2019,Hồ Chí Minh,Mê Trang,,Mê Trang,Mê Trang,,,Know it well,,,,,,,,,,
368350,2018,Hồ Chí Minh,Đen Đá,,Đen Đá,,,,,,,,,,,,,,
399797,2018,Đà Nẵng,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,,4.0,25.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,100.0
90419,2017,Hồ Chí Minh,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
118024,2017,Hà Nội,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
365740,2018,Cần Thơ,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,Other 1,20.0,9.0,180.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,180.0
138315,2017,Hồ Chí Minh,Starbucks,,Starbucks,,,,,,,,,,,,,,
452984,2018,Đà Nẵng,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,,,,
369611,2018,Đà Nẵng,Long Cafe,,Long Cafe,Long Cafe,Long Cafe,Long Cafe,,,,,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,50.0
371066,2018,Hồ Chí Minh,Other 1,Other 1,Other 1,Other 1,,,,,,,,,,,,,
452047,2018,Nha Trang,Milano,,Milano,,,,,,,,,,,,,,
779092,2019,Hải Phòng,Other 3,Other,Other,Other,Other,Other,Know it well,Other,Not Applicable,Not Applicable,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,135.0
430332,2018,Hà Nội,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,80.0
823783,2019,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,,,,Know a little,,,,,,,,,,
138624,2017,Hà Nội,The Coffee House,,The Coffee House,,,,,,,,,,,,,,
747544,2019,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,,,,Maybe do not know it,,,,,,,,,,
392009,2018,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,5.0,80.0,400.0,Seg.03 - Premium (VND 60K - VND 99K),10.0,Promoter,400.0
837211,2019,Hồ Chí Minh,Street,Street,Street,Street,Street,Street,Know a little,Street,Street,Not Applicable,10.0,20.0,200.0,Seg.01 - Mass (<VND 25K),,,200.0
826942,2019,Hồ Chí Minh,Other 2,Other,Other,Other,Other,Other,Know it very well,Other,Other,Not Applicable,10.0,15.0,150.0,Seg.01 - Mass (<VND 25K),8.0,Passive,150.0
381316,2018,Hà Nội,Passio,,Passio,Passio,,,,,,,,,,,,,
124835,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,
102990,2017,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,
121641,2017,Hà Nội,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
428466,2018,Đà Nẵng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
381394,2018,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,
398503,2018,Hà Nội,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,90.0
824763,2019,Hồ Chí Minh,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Other,Not Applicable,8.0,20.0,160.0,Seg.01 - Mass (<VND 25K),,,160.0
439948,2018,Hồ Chí Minh,Viva Star,,Viva Star,Viva Star,Viva Star,Viva Star,,,Viva Star,,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),7.0,Passive,320.0
382580,2018,Hà Nội,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,3.0,25.0,75.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,75.0
780763,2019,Hồ Chí Minh,Viva Star,,Viva Star,Viva Star,,,Know it well,,,,,,,,,,
139007,2017,Hồ Chí Minh,Phúc Long,,Phúc Long,,,,,,,,,,,,,,
123944,2017,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,,
846666,2019,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,Know it very well,Trung Nguyên,,,,,,,,,
94137,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,,
138979,2017,Hồ Chí Minh,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
138799,2017,Đà Nẵng,Gong Cha,Gong Cha,Gong Cha,Gong Cha,Gong Cha,,,,,,,,,,4.0,Detractor,
794511,2019,Hà Nội,Other 3,Other,Other,Other,,,Know it well,Other,,,,,,,,,
751050,2019,Hồ Chí Minh,Starbucks,,Starbucks,,,,Know a little,,,,,,,,,,
800095,2019,Hà Nội,Starbucks,,Starbucks,,,,Know a little,,,,,,,,,,
456573,2018,Hồ Chí Minh,Other 2,Other 2,Other 2,Other 2,,,,,,,,,,,,,
118266,2017,Hồ Chí Minh,Starbucks,,Starbucks,Starbucks,,,,,,,,,,,,,
784156,2019,Hà Nội,Starbucks,,Starbucks,,,,Maybe do not know it,,,,,,,,,,
134335,2017,Hải Phòng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,3.0,,,,,,
813797,2019,Nha Trang,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know it well,Highlands Coffee,Highlands Coffee,Not Applicable,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,300.0
783614,2019,Hà Nội,Phúc Long,,Phúc Long,,,,Know a little,Phúc Long,,,,,,,,,
824800,2019,Hồ Chí Minh,Urban Station,,Urban Station,Urban Station,,,Know a little,Urban Station,,,,,,,,,
124223,2017,Hồ Chí Minh,Milano,,Milano,,,,,,,,,,,,,,
109201,2017,Hà Nội,Maxx Coffee,Maxx Coffee,Maxx Coffee,,,,,,,,,,,,,,
138413,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),Street / Half street coffee (including carts),30.0,,,,,,
141302,2017,Hồ Chí Minh,Saigon Café,,Saigon Café,,,,,,,,,,,,,,
93168,2017,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,Trung Nguyên,Trung Nguyên,20.0,,,,10.0,Promoter,
439556,2018,Nha Trang,Other 2,Other 2,Other 2,Other 2,Other 2,Other 2,,,,,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),7.0,Passive,30.0
138571,2017,Hải Phòng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,,,,,,,,
457728,2018,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,
812886,2019,Hồ Chí Minh,Viva Star,,Viva Star,,,,Know it well,,,,,,,,,,
460218,2018,Hà Nội,Runam cafe,,Runam cafe,,,,,,,,,,,,,,
138716,2017,Hồ Chí Minh,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,2.0,,,,,,
106582,2017,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,
376992,2018,Đà Nẵng,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,,,,
456628,2018,Nha Trang,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
790971,2019,Hải Phòng,Đen Đá,,Đen Đá,,,,Know a little,,,,,,,,,,
418228,2018,Đà Nẵng,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),Street / Half street coffee (including carts),30.0,8.0,240.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,240.0
813467,2019,Hà Nội,Passio,,Passio,Passio,,,Know a little,,,,,,,,,,
138534,2017,Đà Nẵng,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,Coffee Bean & Tea Leaf,,,,,,,,,,,,,
778066,2019,Đà Nẵng,Mê Trang,,Mê Trang,,,,Maybe do not know it,,,,,,,,,,
432169,2018,Hải Phòng,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,3.0,10.0,30.0,Seg.01 - Mass (<VND 25K),7.0,Passive,30.0
827901,2019,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,,,,Know it well,Highlands Coffee,,,,,,,,,
138632,2017,Hà Nội,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
411214,2018,Nha Trang,Runam cafe,,Runam cafe,,,,,,,,,,,,,,
443647,2018,Hà Nội,Starbucks,,Starbucks,,,,,,,,,,,,,,
449156,2018,Đà Nẵng,Other 3,,Other 3,,,,,,,,,,,,,,
389700,2018,Đà Nẵng,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,1.0,12.0,12.0,Seg.01 - Mass (<VND 25K),8.0,Passive,12.0
109260,2017,Hải Phòng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,3.0,,,,,,
454952,2018,Nha Trang,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,3.0,35.0,105.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,105.0
132159,2017,Cần Thơ,Thức Coffee,,Thức Coffee,,,,,,,,,,,,,,
122103,2017,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,,
448219,2018,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,5.0,Detractor,
382576,2018,Hà Nội,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,,,,
815637,2019,Hồ Chí Minh,Passio,Passio,Passio,Passio,,,Know a little,,,,,,,,,,
792139,2019,Hà Nội,Highlands Coffee,,Highlands Coffee,,,,Know it well,Highlands Coffee,,,,,,,,,
128537,2017,Hà Nội,Passio,Passio,Passio,,,,,,,,,,,,,,
103027,2017,Hà Nội,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
809947,2019,Đà Nẵng,Phúc Long,,Phúc Long,Phúc Long,,,Know it well,Phúc Long,,,,,,,,,
782281,2019,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,Maybe do not know it,,,,,,,,,,
458507,2018,Nha Trang,Cộng Cà Phê,,Cộng Cà Phê,,,,,,,,,,,,,,
459709,2018,Hồ Chí Minh,Phúc Long,,Phúc Long,,,,,,,,,,,,,,
810784,2019,Hà Nội,Other 2,Other,Other,Other,Other,Other,Know it well,Other,Not Applicable,Not Applicable,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,60.0
744362,2019,Hà Nội,Other 2,Other,Other,Other,Other,,Know it very well,,,,,,,,,,
108146,2017,Cần Thơ,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
732719,2019,Hà Nội,Street,,Street,Street,,,Know a little,,,,,,,,,,
440668,2018,Nha Trang,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),,,,,,,,,,,,,,
140402,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,4.0,,,,9.0,Promoter,
817909,2019,Đà Nẵng,Mê Trang,,Mê Trang,,,,Know a little,,,,,,,,,,
817847,2019,Đà Nẵng,Long Cafe,Long Cafe,Long Cafe,,,,Know a little,,,,,,,,,,
104629,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,2.0,,,,9.0,Promoter,
134927,2017,Hải Phòng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
835722,2019,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,Know it well,Highlands Coffee,,,,,,,,,
744137,2019,Đà Nẵng,Street,,Street,Street,Street,Street,Know it well,,Street,Not Applicable,9.0,10.0,90.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,90.0
420095,2018,Đà Nẵng,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
449499,2018,Hải Phòng,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
789161,2019,Đà Nẵng,Milano,,Milano,,,,Maybe do not know it,,,,,,,,,,
809168,2019,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,,Know it well,Highlands Coffee,,,,,,,9.0,Promoter,
794511,2019,Hà Nội,Phúc Long,,Phúc Long,,,,Know a little,,,,,,,,,,
808216,2019,Hà Nội,Starbucks,,Starbucks,,,,Maybe do not know it,,,,,,,,,,
430334,2018,Hà Nội,Urban Station,,Urban Station,Urban Station,,,,,,,,,,,,,
828365,2019,Hồ Chí Minh,Street,Street,Street,Street,Street,Street,Know it well,Street,Not Applicable,Not Applicable,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,90.0
802231,2019,Nha Trang,Highlands Coffee,,Highlands Coffee,,,,Maybe do not know it,,,,,,,,,,
796181,2019,Hà Nội,Mê Trang,Mê Trang,Mê Trang,,,,Maybe do not know it,,,,,,,,,,
808010,2019,Hà Nội,Other 1,Other,Other,Other,Other,Other,Know it well,Other,Not Applicable,Not Applicable,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,90.0
809737,2019,Hồ Chí Minh,Street,Street,Street,Street,Street,Street,Know it very well,Street,Street,Street,30.0,12.0,360.0,Seg.01 - Mass (<VND 25K),,,360.0
451374,2018,Nha Trang,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,8.0,Passive,
111432,2017,Hồ Chí Minh,Maxx Coffee,,Maxx Coffee,,,,,,,,,,,,,,
459884,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),,8.0,12.0,96.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,96.0
857951,2019,Hải Phòng,Street,,Street,Street,,,Maybe do not know it,,,,,,,,,,
371388,2018,Hải Phòng,Cộng Cà Phê,,Cộng Cà Phê,,,,,,,,,,,,,,
835226,2019,Hồ Chí Minh,Street,,Street,Street,Street,Street,Know it well,,Not Applicable,Not Applicable,1.0,15.0,15.0,Seg.01 - Mass (<VND 25K),8.0,Passive,15.0
445324,2018,Hải Phòng,Starbucks,Starbucks,Starbucks,Starbucks,Starbucks,,,,,,,,,,5.0,Detractor,
379336,2018,Đà Nẵng,Mộc Miên,,Mộc Miên,,,,,,,,,,,,,,
435084,2018,Hồ Chí Minh,The Coffee House,,The Coffee House,,,,,,,,,,,,,,
396939,2018,Hải Phòng,Starbucks,Starbucks,Starbucks,Starbucks,,,,,,,,,,,,,
752860,2019,Đà Nẵng,The Coffee House,,The Coffee House,The Coffee House,,,Know a little,,,,,,,,,,
402856,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,3.0,15.0,45.0,Seg.01 - Mass (<VND 25K),7.0,Passive,45.0
805732,2019,Nha Trang,Milano,Milano,Milano,Milano,Milano,Milano,Know it well,Milano,Milano,Not Applicable,7.0,16.0,112.0,Seg.01 - Mass (<VND 25K),8.0,Passive,112.0
366774,2018,Đà Nẵng,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,,8.0,8.0,64.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,64.0
135103,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,3.0,,,,,,
777319,2019,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,Know it well,,,,,,,,6.0,Detractor,
124200,2017,Hồ Chí Minh,The Coffee House,,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,8.0,Passive,
346249,2018,Cần Thơ,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,Other 1,25.0,13.0,325.0,Seg.01 - Mass (<VND 25K),7.0,Passive,325.0
820028,2019,Cần Thơ,Street,Street,Street,Street,Street,,Know it well,Street,,,,,,,8.0,Passive,
394596,2018,Hải Phòng,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,,,,,,8.0,Passive,
109810,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),,6.0,,,,,,
132607,2017,Hồ Chí Minh,The Coffee House,,The Coffee House,The Coffee House,,,,,,,,,,,,,
457602,2018,Hồ Chí Minh,Phúc Long,Phúc Long,Phúc Long,Phúc Long,Phúc Long,,,,,,,,,,7.0,Passive,
382293,2018,Cần Thơ,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
110389,2017,Hải Phòng,Cộng Cà Phê,,Cộng Cà Phê,,,,,,,,,,,,,,
138543,2017,Đà Nẵng,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
784325,2019,Đà Nẵng,Street,Street,Street,Street,Street,Street,Know it very well,,Street,Not Applicable,5.0,15.0,75.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,75.0
108653,2017,Hồ Chí Minh,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,,8.0,,,,,,
441243,2018,Hồ Chí Minh,Other 1,Other 1,Other 1,,,,,,,,,,,,,,
411684,2018,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,8.0,65.0,520.0,Seg.03 - Premium (VND 60K - VND 99K),10.0,Promoter,520.0
120122,2017,Hải Phòng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,,4.0,,,,,,
826600,2019,Đà Nẵng,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Not Applicable,Not Applicable,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),,,180.0
460309,2018,Đà Nẵng,Long Cafe,Long Cafe,Long Cafe,Long Cafe,Long Cafe,,,,,,,,,,3.0,Detractor,
441002,2018,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
358483,2018,Hà Nội,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
137957,2017,Hồ Chí Minh,The Coffee House,,The Coffee House,,,,,,,,,,,,,,
455840,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,10.0,Promoter,
447701,2018,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,
137864,2017,Hồ Chí Minh,Milano,,Milano,Milano,Milano,,,,,,,,,,8.0,Passive,
825254,2019,Hồ Chí Minh,Milano,,Milano,Milano,,,Know it well,Milano,,,,,,,,,
108654,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,,,,,,,,,,,,,,
830383,2019,Hồ Chí Minh,Street,Street,Street,Street,Street,Street,Know a little,,Street,Not Applicable,5.0,14.0,70.0,Seg.01 - Mass (<VND 25K),6.0,Detractor,70.0
113186,2017,Hải Phòng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,3.0,,,,8.0,Passive,
390353,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,2.0,12.0,24.0,Seg.01 - Mass (<VND 25K),5.0,Detractor,24.0
830064,2019,Hồ Chí Minh,Phúc Long,,Phúc Long,,,,Know a little,,,,,,,,,,
137870,2017,Hồ Chí Minh,Gong Cha,,Gong Cha,,,,,,,,,,,,,,
836069,2019,Cần Thơ,Milano,,Milano,Milano,Milano,,Know a little,,,,,,,,7.0,Passive,
809168,2019,Hà Nội,The Coffee House,,The Coffee House,The Coffee House,The Coffee House,,Know it well,The Coffee House,,,,,,,8.0,Passive,
138745,2017,Hồ Chí Minh,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,,,,,,,,
444444,2018,Cần Thơ,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,,,,,,9.0,Promoter,
825200,2019,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,Know it well,Cộng Cà Phê,,,,,,,8.0,Passive,
834563,2019,Hồ Chí Minh,Cheese Coffee,,Cheese Coffee,,,,Maybe do not know it,,,,,,,,,,
116023,2017,Cần Thơ,Indepedent Cafe,,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,,,,,,,,
93390,2017,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,
